"Date,StateOfOccurrence,Location,Model,Registration,Operator,StateOfOperator,StateOfRegistry,FlightPhase,Class,Fatalities,Over2250,Over5700,ScheduledCommercial,InjuryLevel,TypeDesignator,Helicopter,Airplane,Engines,EngineType,Official,OccCats,Risk,Year,SeriousFatalInjury,Destroyed"
"""2008-05-17T00:00:00.000Z"",USA,Hudson,HAWKER SIDDELEY,N21MJ,,,USA,Manoeuvring,Accident,0.0,True,True,False,None,HAWK,False,True,1,Jet,,""[""""SCF-PP"""",""""F-POST""""]"",SCF,2008,0,0"
"""2008-05-17T00:00:00.000Z"",USA,Stehekin,DE HAVILLAND DHC2 I,N9558Q,,,USA,Landing,Accident,2.0,True,False,False,Fatal,DH90,False,True,2,Piston,,""[""""ARC""""]"",RS,2008,1,0"
"""2008-05-22T00:00:00.000Z"",USA,""Burnsville , North Carolina"",PILATUS PC12,N533DJ,,,USA,Landing,Accident,0.0,True,False,False,None,PC12,False,True,1,Turboprop,,""[""""RE"""",""""LOC-G""""]"",RS,2008,0,0"
"""2008-05-22T00:00:00.000Z"",USA,,Pilatus Flugzeugwerke AG PC-12,N522DJ,Epps Air Service Inc,,USA,Landing,Accident,0.0,True,False,False,None,PC9,False,True,1,Turboprop,,[],RS,2008,0,0"
"""2008-05-24T00:00:00.000Z"",USA,,Piper Aircraft Inc PA-34 Seneca,N31982,Private US Operator,,USA,Approach,Accident,0.0,True,False,False,None,PA34,False,True,2,Piston,,[],RS,2008,0,0"
"""2008-05-25T00:00:00.000Z"",USA,Steamboat,CESSNA 310,N8187Q,,,USA,En route,Accident,2.0,True,False,False,Fatal,C310,False,True,2,Piston,,""[""""CFIT""""]"",CFIT,2008,1,1"
"""2008-05-25T00:00:00.000Z"",USA,""McDonald , Kansas"",AYRES,N4002R,,,USA,Take-off,Accident,0.0,True,False,False,None,SS2P,False,True,1,Piston,,""[""""RE"""",""""LOC-G""""]"",RS,2008,0,0"
"""2008-05-26T00:00:00.000Z"",USA,Madison,SOCATA TBM700,N700HD, ,,USA,Landing,Accident,0.0,True,False,False,None,TBM7,False,True,1,Turboprop,,""[""""SCF-NP""""]"",SCF,2008,0,0"
"""2008-05-27T00:00:00.000Z"",USA,San Antonio,MITSUBISHI,N450MA,Intercontinental Jet Inc,,USA,Landing,Accident,0.0,True,False,False,None,MU2,False,True,2,Turboprop,,""[""""ARC""""]"",RS,2008,0,0"
"""2008-05-27T00:00:00.000Z"",USA,Des Arc,AYRES S2R600 T660,N3105E,,,USA,Manoeuvring,Accident,0.0,True,False,False,None,SS2P,False,True,1,Piston,,""[""""SCF-PP""""]"",SCF,2008,0,0"
"""2008-05-29T00:00:00.000Z"",USA,,Piper Aircraft Inc PA-34 Seneca,N98HD,Private US Operator,,USA,Landing,Accident,0.0,True,False,False,None,PA34,False,True,2,Piston,,[],RS,2008,0,0"
"""2008-05-30T00:00:00.000Z"",USA,Tacoma,ROCKWELL 690,N115AB,Deadalus Enterprises LLC,,USA,Landing,Accident,0.0,True,False,False,None,AC90,False,True,2,Turboprop,,""[""""SCF-NP""""]"",SCF,2008,0,0"
"""2008-05-31T00:00:00.000Z"",USA,,Piper Aircraft Inc PA-34 Seneca,N864CA,Private US Operator,,USA,Take-off,Accident,0.0,True,False,False,None,PA34,False,True,2,Piston,,[],RS,2008,0,0"
"""2008-06-01T00:00:00.000Z"",USA,Guyon,BEECH 18,N241X,,,USA,Landing,Accident,0.0,True,False,False,None,BE18,False,True,2,Piston,,""[""""RE"""",""""LOC-G""""]"",RS,2008,0,0"
"""2008-06-01T00:00:00.000Z"",USA,Charlotte Amali,NORTH AMERICAN,N411FS,,,USA,Landing,Accident,0.0,True,False,False,None,YALE,False,True,1,Piston,,""[""""SCF-NP""""]"",SCF,2008,0,0"
"""2008-06-01T00:00:00.000Z"",USA,Greensburg,CESSNA 208,N102VE,Skydive Greensburg,,USA,En route,Accident,0.0,True,False,False,None,C208,False,True,1,Turboprop,,""[""""SCF-PP""""]"",SCF,2008,0,0"
"""2008-06-02T00:00:00.000Z"",USA,Greenville,CESSNA 421,N49DD,,,USA,Take-off,Accident,0.0,True,False,False,Minor,C421,False,True,2,Piston,,""[""""SCF-NP""""]"",SCF,2008,0,0"
"""2008-06-03T00:00:00.000Z"",USA,Iowa City,SOCATA TBM700,N849MA,Lewis M. Martin,,USA,Take-off,Accident,1.0,True,False,False,Fatal,TBM7,False,True,1,Turboprop,,""[""""LOC-I""""]"",LOC-I,2008,1,1"
"""2008-06-05T00:00:00.000Z"",USA,""Meadows Field, Bakersfield, CA"",BEECH 200,N711CR,Pacific West Air LLC,,USA,Approach,Accident,0.0,True,False,False,None,BE20,False,True,2,Turboprop,,""[""""SCF-NP""""]"",SCF,2008,0,0"
"""2008-06-05T00:00:00.000Z"",USA,Jackson,BEECH G58,N3106W,,,USA,Take-off,Accident,0.0,True,False,False,None,BE58,False,True,2,Piston,,""[""""F-NI""""]"",F-NI,2008,0,1"
"""2008-06-06T00:00:00.000Z"",USA,Norfork,CESSNA 500 CITATION,N902LG,,,USA,Standing,Accident,0.0,True,False,False,Minor,C500,False,True,2,Jet,,""[""""RAMP""""]"",RS,2008,0,0"
"""2008-06-08T00:00:00.000Z"",USA,,Piper Aircraft Inc PA-44 Seminole,N159WM,Western Michigan University,,USA,En route,Accident,0.0,True,False,False,None,PA44,False,True,2,Piston,,[],TURB,2008,0,0"
"""2008-06-08T00:00:00.000Z"",USA,,Bell Bell 206,N94PD,City of Philadelphia Police Department,,USA,Manoeuvring,Accident,0.0,True,False,False,None,XV15,False,True,2,Turboprop,,[],RS,2008,0,0"
"""2008-06-12T00:00:00.000Z"",USA,Wilder,GRUMMAN G164,N48571,,,USA,Manoeuvring,Accident,0.0,True,False,False,Minor,G164,False,True,1,Piston,,""[""""SCF-PP""""]"",SCF,2008,0,0"
"""2008-06-12T00:00:00.000Z"",USA,""Muscle Shoals , Alabama"",AIR TRACTOR AT402,N402BT,,,USA,Manoeuvring,Accident,0.0,True,False,False,None,AT3T,False,True,1,Turboprop,,""[""""LALT""""]"",OTH,2008,0,0"
"""2008-06-12T00:00:00.000Z"",USA,Bay City,A3,N199ER,,,USA,Approach,Accident,0.0,True,False,False,None,A3,False,True,2,Jet,,""[""""RE"""",""""LOC-I"""",""""USOS""""]"",LOC-I,2008,0,1"
"""2008-06-12T00:00:00.000Z"",USA,,Piper Aircraft Inc PA-46 Malibu,N129EJ,Ventana Enterprises LLC,,USA,Landing,Accident,0.0,True,False,False,None,P46T,False,True,1,Turboprop,,[],RS,2008,0,0"
"""2008-06-14T00:00:00.000Z"",USA,""Raymond, Pennsylvania"",MCDONNELL DOUGLAS DC10,N554FE,,,USA,Manoeuvring,Accident,0.0,True,True,False,None,DC10,False,True,3,Jet,,""[""""LOC-I""""]"",LOC-I,2008,0,1"
"""2008-06-18T00:00:00.000Z"",USA,O'Kean,GRUMMAN G164,N6601Q,,,USA,Manoeuvring,Accident,0.0,True,False,False,Serious,G164,False,True,1,Piston,,""[""""LOC-I""""]"",LOC-I,2008,1,1"
"""2008-06-18T00:00:00.000Z"",USA,Madison,BEECH 100,N10AG, ,,USA,Landing,Accident,0.0,True,False,False,None,BE10,False,True,2,Turboprop,,""[""""RE"""",""""SCF-NP""""]"",RS,2008,0,0"
"""2008-06-18T00:00:00.000Z"",USA,Hyannis,DE HAVILLAND DHC6,N656WA,""United States Wiggins Airways (Norwood, Ma)"",,USA,Take-off,Accident,1.0,True,False,False,Fatal,VAMP,False,True,1,Jet,,""[""""LOC-I""""]"",LOC-I,2008,1,1"
"""2008-06-19T00:00:00.000Z"",USA,""Garwood , Texas"",AIR TRACTOR AT301,N3166H,,,USA,Take-off,Accident,0.0,True,False,False,None,AT3P,False,True,1,Piston,,""[""""SCF-PP""""]"",SCF,2008,0,0"
"""2008-06-20T00:00:00.000Z"",USA,Pine Bluff,AYRES,N61374,,,USA,Manoeuvring,Accident,0.0,True,False,False,None,SS2P,False,True,1,Piston,,""[""""FUEL"""",""""SCF-NP""""]"",SCF,2008,0,0"
"""2008-06-21T00:00:00.000Z"",USA,,Bell Bell 206,N406DK,Seaport Aviation Inc,,USA,En route,Accident,0.0,False,False,False,None,P39,False,True,1,Piston,,[],TURB,2008,0,0"
"""2008-06-21T00:00:00.000Z"",USA,Bowling Green,BEECH 99,N99NN,,,USA,En route,Accident,1.0,True,False,False,Fatal,BE99,False,True,2,Turboprop,,""[""""OTHR""""]"",OTH,2008,1,1"
"""2008-06-22T00:00:00.000Z"",USA,Millville,AERO VODOCHODY,N29DJ,,,USA,Take-off,Accident,2.0,True,False,False,Fatal,AE45,False,True,2,Piston,,""[""""FUEL""""]"",OTH,2008,1,1"
"""2008-06-23T00:00:00.000Z"",USA,Bethany,AIR TRACTOR AT502,N5005G,,,USA,Take-off,Accident,0.0,True,False,False,None,AT5T,False,True,1,Turboprop,,""[""""SCF-PP""""]"",SCF,2008,0,0"
"""2008-06-24T00:00:00.000Z"",USA,Glenn's Ferry,SNOW,N1661S,,,USA,Approach,Accident,1.0,True,False,False,Fatal,SS2P,False,True,1,Piston,,""[""""LOC-I""""]"",LOC-I,2008,1,1"
"""2008-06-24T00:00:00.000Z"",USA,Linwood,NORTH AMERICAN,N411JT,,,USA,Manoeuvring,Accident,2.0,True,False,False,Fatal,T2,False,True,2,Jet,,""[""""LOC-I"""",""""FUEL""""]"",LOC-I,2008,1,1"
"""2008-06-25T00:00:00.000Z"",USA,Key West,BEECH 200,N311AV, ,,USA,Landing,Accident,0.0,True,False,False,None,BE20,False,True,2,Turboprop,,""[""""SCF-NP""""]"",SCF,2008,0,0"
"""2008-06-25T00:00:00.000Z"",USA,Baker City,NORTH AMERICAN,N9KG,Catlan Co LLC,,USA,Landing,Accident,0.0,True,False,False,None,YALE,False,True,1,Piston,,""[""""SCF-NP""""]"",SCF,2008,0,0"
"""2008-06-26T00:00:00.000Z"",USA,Goodland,CESSNA 310,N4912A,,,USA,En route,Accident,0.0,True,False,False,Serious,C310,False,True,2,Piston,,""[""""FUEL""""]"",OTH,2008,1,0"
"""2008-06-29T00:00:00.000Z"",USA,Iliamna,Bell UH-1,N64RA,Pollux Aviation Ltd,,USA,Landing,Accident,0.0,True,False,False,None,XV15,False,True,2,Turboprop,,""[""""SCF-NP"""",""""ARC"""",""""LOC-I""""]"",LOC-I,2008,0,1"
"""2008-06-29T00:00:00.000Z"",USA,Jasper,BEECH 55,N727BC,Corporate American Operator,,USA,En route,Accident,4.0,True,False,False,Fatal,BE55,False,True,2,Piston,,""[""""OTHR"""",""""LOC-I""""]"",LOC-I,2008,1,1"
"""2008-06-29T00:00:00.000Z"",USA,Baldwin,DE HAVILLAND DHC6,N203SF,,,USA,Manoeuvring,Accident,0.0,True,False,False,None,DHC1,False,True,1,Piston,,""[""""SCF-NP""""]"",SCF,2008,0,0"
"""2008-07-02T00:00:00.000Z"",USA,Alexandria,J328,N601TS,,,USA,Take-off,Accident,0.0,True,False,False,Minor,J328,False,True,2,Jet,,""[""""SCF-PP""""]"",SCF,2008,0,0"
"""2008-07-02T00:00:00.000Z"",USA,Fort Walton Beach,CESSNA 500 CITATION,N92MA,,,USA,Landing,Accident,0.0,True,False,False,None,C500,False,True,2,Jet,,""[""""RE""""]"",RS,2008,0,0"
"""2008-07-03T00:00:00.000Z"",USA,,Cessna Aircraft Company CJ3,N92MA,M-A-M Leasing LLC,,USA,Landing,Accident,0.0,True,True,False,None,C25B,False,True,2,Jet,,[],RS,2008,0,0"
"""2008-07-05T00:00:00.000Z"",USA,,Piper Aircraft Inc PA-34 Seneca,N888VF,Private US Operator,,USA,Landing,Accident,0.0,True,False,False,None,PA34,False,True,2,Piston,,[],RS,2008,0,0"
"""2008-07-05T00:00:00.000Z"",USA,,Piper Aircraft Inc PA-34 Seneca,N3776Q,Private US Operator,,USA,Landing,Accident,0.0,True,False,False,None,PA34,False,True,2,Piston,,[],RS,2008,0,0"
"""2008-07-05T00:00:00.000Z"",USA,Colquitt,ROCKWELL,N8499V,,,USA,Take-off,Accident,0.0,True,False,False,Minor,AC95,False,True,2,Turboprop,,""[""""SCF-PP""""]"",SCF,2008,0,0"
"""2008-07-06T00:00:00.000Z"",USA,""Clontarf , Minnesota"",SNOW,N5519X,,,USA,Manoeuvring,Accident,0.0,True,False,False,None,SS2P,False,True,1,Piston,,""[""""LALT""""]"",OTH,2008,0,0"
"""2008-07-11T00:00:00.000Z"",USA,""Baton Rouge , Louisiana"",AYRES,N2068B,,,USA,Manoeuvring,Accident,0.0,True,False,False,None,SS2T,False,True,1,Turboprop,,""[""""LALT""""]"",OTH,2008,0,0"
"""2008-07-13T00:00:00.000Z"",USA,""Alturas , California"",SCHWEIZER,N3633B,,,USA,Manoeuvring,Accident,0.0,True,False,False,None,G164,False,True,1,Piston,,""[""""FUEL""""]"",OTH,2008,0,0"
"""2008-07-15T00:00:00.000Z"",USA,Kennesaw,SOCATA TBM700,N484RJ,Flying Max LLC,,USA,Approach,Accident,1.0,True,False,False,Fatal,TBM7,False,True,1,Turboprop,,""[""""LOC-I""""]"",LOC-I,2008,1,1"
"""2008-07-15T00:00:00.000Z"",USA,""Kilbourne , Illinois"",AYRES S2R600 T660,N3105U,,,USA,Take-off,Accident,0.0,True,False,False,None,SS2P,False,True,1,Piston,,""[""""OTHR""""]"",OTH,2008,0,0"
"""2008-07-15T00:00:00.000Z"",USA,""Rock Springs , WY"",Bell UH-1,N3276T,Leading Edge Aviation (Idaho),,USA,Manoeuvring,Accident,0.0,True,False,False,Minor,P39,False,True,1,Piston,,""[""""SCF-PP""""]"",SCF,2008,0,0"
"""2008-07-16T00:00:00.000Z"",USA,Sunriver,CESSNA 441 NO SERIES EXISTS,N441HK,Prosoft Technology Inc,,USA,Approach,Accident,1.0,True,False,False,Fatal,C441,False,True,2,Turboprop,,""[""""ARC"""",""""LOC-I""""]"",LOC-I,2008,1,1"
"""2008-07-17T00:00:00.000Z"",USA,Midland,BEECH 65,N6AQ,,,USA,Landing,Accident,0.0,True,False,False,None,BE65,False,True,2,Piston,,""[""""SCF-NP""""]"",SCF,2008,0,0"
"""2008-07-18T00:00:00.000Z"",USA,Bryan,EAGLE DW1,N8814L,,,USA,Approach,Accident,0.0,True,False,False,None,DW1,False,True,1,Piston,,""[""""SCF-NP"""",""""FUEL""""]"",SCF,2008,0,0"
"""2008-07-18T00:00:00.000Z"",USA,Carthage,ROCKWELL,N8466V,,,USA,Take-off,Accident,0.0,True,False,False,None,AC11,False,True,1,Piston,,""[""""ADRM"""",""""LOC-G"""",""""RE""""]"",RS,2008,0,0"
"""2008-07-20T00:00:00.000Z"",USA,Houston Intercontinental Ap,PIPER PA31T 1,N165KC,Reeves Commercial Properties LLC,,USA,Landing,Accident,0.0,True,False,False,None,PA47,False,True,1,Jet,,""[""""SCF-NP""""]"",SCF,2008,0,0"
"""2008-07-20T00:00:00.000Z"",USA,Deerfield,AIR TRACTOR AT402,N61318,,,USA,Manoeuvring,Accident,0.0,True,False,False,Minor,AT3T,False,True,1,Turboprop,,""[""""LOC-I""""]"",LOC-I,2008,0,1"
"""2008-07-21T00:00:00.000Z"",USA,Salt Lake CIty,BEECH 200,N11,FAA/US DoT,,USA,Landing,Accident,0.0,True,False,False,None,BE20,False,True,2,Turboprop,,""[""""SCF-NP""""]"",SCF,2008,0,0"
"""2008-07-21T00:00:00.000Z"",USA,Esmond,GRUMMAN G164,N996QC,,,USA,Take-off,Accident,0.0,True,False,False,Minor,G64T,False,True,1,Turboprop,,""[""""LOC-I""""]"",LOC-I,2008,0,1"
"""2008-07-22T00:00:00.000Z"",USA,Ocean Ridge,CESSNA 402,N3990C,Jean P Bayardelle,,USA,En route,Accident,0.0,True,False,False,Serious,C402,False,True,2,Piston,,""[""""FUEL""""]"",OTH,2008,1,0"
"""2008-07-22T00:00:00.000Z"",USA,Iliamna,DE HAVILLAND,N61FE,,,USA,En route,Accident,0.0,True,False,False,None,DHC1,False,True,1,Piston,,""[""""SCF-PP""""]"",SCF,2008,0,0"
"""2008-07-24T00:00:00.000Z"",USA,Clinton,AYRES S2R600 T660,N357CA,,,USA,Manoeuvring,Accident,0.0,True,False,False,None,SS2P,False,True,1,Piston,,""[""""LALT""""]"",OTH,2008,0,0"
"""2008-07-26T00:00:00.000Z"",USA,""Lake View , Iowa"",AIR TRACTOR AT401,N9193F, ,,USA,Manoeuvring,Accident,0.0,True,False,False,Minor,AT3P,False,True,1,Piston,,""[""""LALT""""]"",OTH,2008,0,0"
"""2008-07-26T00:00:00.000Z"",USA,""Ambia , Indiana"",AIR TRACTOR AT301,N3169R,,,USA,Manoeuvring,Accident,0.0,True,False,False,None,AT3P,False,True,1,Piston,,""[""""LALT""""]"",OTH,2008,0,0"
"""2008-07-28T00:00:00.000Z"",USA,Indianapolis Intl. Ap,BEECH 200,N44US,Eagle Creek Aviation Services Inc,,USA,Approach,Accident,0.0,True,False,False,None,BE20,False,True,2,Turboprop,,""[""""SCF-NP""""]"",SCF,2008,0,0"
"""2008-07-28T00:00:00.000Z"",USA,,Diamond Aircraft Industries GmbH DA42,N485AG,US Aviation Group LLC,,USA,Initial Climb,Accident,0.0,True,False,False,None,L410,False,True,2,Turboprop,,[],UNK,2008,0,0"
"""2008-07-29T00:00:00.000Z"",USA,""Caldwell , Idaho"",PZL SWIDNIK,N81541,""United States Valley Air Services, Inc. (South Burlington, Vt)"",,USA,Manoeuvring,Accident,0.0,True,False,False,Minor,HPZL,False,True,1,Piston,,""[""""LALT""""]"",OTH,2008,0,0"
"""2008-07-29T00:00:00.000Z"",USA,Tulsa,NORTH AMERICAN,N551W,,,USA,Take-off,Accident,0.0,True,False,False,None,T6,False,True,1,Piston,,""[""""LOC-G"""",""""RE""""]"",RS,2008,0,0"
"""2008-07-30T00:00:00.000Z"",USA,""West Chester , Pennsylvania"",Eclipse Aerospace Inc Eclipse 500,N333MY,My Aviation LLC,,USA,Landing,Accident,0.0,True,False,False,None,EA50,False,True,2,Jet,,""[""""RE""""]"",RS,2008,0,0"
"""2008-07-30T00:00:00.000Z"",USA,Cheyenne,SWEARINGEN SX300,N99F,,,USA,Approach,Accident,0.0,True,False,False,None,SX30,False,True,1,Piston,,""[""""FUEL"""",""""RE""""]"",RS,2008,0,0"
"""2008-07-31T00:00:00.000Z"",USA,""Owatonna, Minnesota"",BAE BAE125,N818MV,United States ,,USA,Landing,Accident,8.0,True,True,False,Fatal,RALL,False,True,1,Piston,,""[""""LOC-I""""]"",LOC-I,2008,1,1"
"""2008-08-03T00:00:00.000Z"",USA,Reading,CESSNA 551 CITATION II,N827DP,Drug Plastics &amp; Glass Co Inc,,USA,Landing,Accident,0.0,True,True,False,None,C551,False,True,2,Jet,,""[""""ATM"""",""""RI""""]"",RS,2008,0,0"
"""2008-08-04T00:00:00.000Z"",USA,""Huntsville Intl. Ap., Alabama"",BEECH 90,N621TB, ,,USA,Landing,Accident,0.0,True,False,False,None,BE9T,False,True,2,Turboprop,,""[""""SCF-NP""""]"",SCF,2008,0,0"
"""2008-08-04T00:00:00.000Z"",USA,""Kenmore , Washington"",DE HAVILLAND DHC2 I,N53BV, ,,USA,Taxi,Accident,0.0,True,False,False,None,DOVE,False,True,2,Piston,,""[""""LOC-G""""]"",RS,2008,0,0"
"""2008-08-04T00:00:00.000Z"",USA,Aniak,PIPER PA31P 350,N40YR,Ameriflight,,USA,Take-off,Accident,0.0,True,False,True,Serious,PA47,False,True,1,Jet,,""[""""SCF-PP""""]"",SCF,2008,1,0"
"""2008-08-05T00:00:00.000Z"",USA,""Weaverville , California"",SIKORSKY S61 N,N612AZ,Carson Helicopters Inc,,USA,Take-off,Accident,9.0,True,True,False,Fatal,S38,False,True,2,Piston,,""[""""UNK""""]"",UNK,2008,1,1"
"""2008-08-05T00:00:00.000Z"",USA,Herreid,AIR TRACTOR AT301,N3161A,,,USA,Landing,Accident,0.0,True,False,False,None,AT3P,False,True,1,Piston,,""[""""SCF-NP"""",""""RE""""]"",RS,2008,0,0"
"""2008-08-06T00:00:00.000Z"",USA,Salem,GRUMMAN G164,N48412,,,USA,Manoeuvring,Accident,0.0,True,False,False,None,G164,False,True,1,Piston,,""[""""SCF-PP""""]"",SCF,2008,0,0"
"""2008-08-07T00:00:00.000Z"",USA,Jefferson,SCHWEIZER,N73PB,,,USA,Approach,Accident,0.0,True,False,False,None,G64T,False,True,1,Turboprop,,""[""""SCF-PP""""]"",SCF,2008,0,0"
"""2008-08-09T00:00:00.000Z"",USA,Dexter,AIR TRACTOR AT402,N4555Y,,,USA,Landing,Accident,0.0,True,False,False,None,AT3T,False,True,1,Turboprop,,""[""""RE"""",""""LOC-G""""]"",RS,2008,0,0"
"""2008-08-09T00:00:00.000Z"",USA,St Paul,MORANE SAULNIER MS760 A,N69X,,,USA,Take-off,Accident,0.0,True,False,False,None,MS25,False,True,1,Piston,,""[""""RE"""",""""LOC-G"""",""""SCF-NP""""]"",RS,2008,0,0"
"""2008-08-10T00:00:00.000Z"",USA,Sitka,BEECH 55,N98HA,Private US Operator,,USA,En route,Accident,2.0,True,False,False,Fatal,BE55,False,True,2,Piston,,""[""""FUEL""""]"",OTH,2008,1,1"
"""2008-08-10T00:00:00.000Z"",USA,Turton,AIR TRACTOR AT802,N9078G,Wilbur-Ellis Air LLC,,USA,Manoeuvring,Accident,0.0,True,False,False,None,AT8T,False,True,1,Turboprop,,""[""""SCF-PP""""]"",SCF,2008,0,0"
"""2008-08-11T00:00:00.000Z"",USA,,Bell Bell 206,N832AH,Hillsboro Aviation Inc,,USA,En route,Accident,0.0,False,False,False,None,EBOY,False,True,1,Piston,,[],TURB,2008,0,0"
"""2008-08-12T00:00:00.000Z"",USA,Ida Grove,AIR TRACTOR AT401,N45029,,,USA,Take-off,Accident,0.0,True,False,False,None,AT3P,False,True,1,Piston,,""[""""SCF-PP""""]"",SCF,2008,0,0"
"""2008-08-13T00:00:00.000Z"",USA,Monticello,AIR TRACTOR AT301,N3161D,,,USA,En route,Accident,0.0,True,False,False,Minor,AT3P,False,True,1,Piston,,""[""""FUEL""""]"",OTH,2008,0,0"
"""2008-08-13T00:00:00.000Z"",USA,Tunica,AIR TRACTOR AT502,N61267,,,USA,Manoeuvring,Accident,0.0,True,False,False,None,AT5T,False,True,1,Turboprop,,""[""""LALT""""]"",OTH,2008,0,0"
"""2008-08-14T00:00:00.000Z"",USA,Marysville,BEECH G58,N715TB,Corporate American Operator,,USA,Approach,Accident,1.0,True,False,False,Fatal,BE58,False,True,2,Piston,,""[""""LOC-I""""]"",LOC-I,2008,1,1"
"""2008-08-14T00:00:00.000Z"",USA,,Diamond Aircraft Industries GmbH DA42,N480TS,H2H Aviation LLC,,USA,Landing,Accident,0.0,True,False,False,None,L410,False,True,2,Turboprop,,[],RS,2008,0,0"
"""2008-08-16T00:00:00.000Z"",USA,Luverne,AIR TRACTOR AT400,N7307W,,,USA,Manoeuvring,Accident,0.0,True,False,False,None,AT3T,False,True,1,Turboprop,,""[""""SCF-PP""""]"",SCF,2008,0,0"
"""2008-08-17T00:00:00.000Z"",USA,Morton,AYRES S2R600 T660,N4015P,,,USA,Manoeuvring,Accident,1.0,True,False,False,Fatal,SS2P,False,True,1,Piston,,""[""""LALT""""]"",OTH,2008,1,1"
"""2008-08-20T00:00:00.000Z"",USA,Baltimore,CESSNA 441 NO SERIES EXISTS,N441VB,Avian LLC,,USA,Take-off,Accident,0.0,True,False,False,None,C441,False,True,2,Turboprop,,""[""""LOC-G"""",""""RE""""]"",RS,2008,0,0"
"""2008-08-20T00:00:00.000Z"",USA,Reno,HAWKER SIDDELEY,N51SF,,,USA,Approach,Accident,0.0,True,False,False,None,HAWK,False,True,1,Jet,,""[""""SCF-PP""""]"",SCF,2008,0,0"
"""2008-08-20T00:00:00.000Z"",USA,ST. LOUIS,PIPER PA46 500TP,N618MA,Differential Leasing LLC,,USA,Landing,Accident,0.0,True,False,False,None,PA47,False,True,1,Jet,,""[""""ARC"""",""""RE""""]"",RS,2008,0,0"
"""2008-08-21T00:00:00.000Z"",USA,,Piper Aircraft Inc PA-34 Seneca,N41863,Private US Operator,,USA,Taxi,Accident,0.0,True,False,False,None,PA34,False,True,2,Piston,,[],RS,2008,0,0"
"""2008-08-22T00:00:00.000Z"",USA,Wisner,AIR TRACTOR AT301,N2391Z,,,USA,Manoeuvring,Accident,0.0,True,False,False,None,AT3P,False,True,1,Piston,,""[""""SCF-PP""""]"",SCF,2008,0,0"
"""2008-08-22T00:00:00.000Z"",USA,Satartia,AIR TRACTOR AT502,N1520X,Carson Air Service Inc,,USA,Manoeuvring,Accident,0.0,True,False,False,Minor,AT5T,False,True,1,Turboprop,,""[""""LALT""""]"",OTH,2008,0,0"
"""2008-08-22T00:00:00.000Z"",USA,(near) Moab,BEECH 100,N601PC, ,,USA,En route,Accident,10.0,True,False,False,Fatal,BE10,False,True,2,Turboprop,,""[""""UNK""""]"",UNK,2008,1,1"
"""2008-08-22T00:00:00.000Z"",USA,,Bell Bell 206,N67AR,No 1 Contracting Corporation,,USA,Manoeuvring,Accident,0.0,True,False,False,Serious,XV15,False,True,2,Turboprop,,[],RS,2008,1,0"
"""2008-08-23T00:00:00.000Z"",USA,Nielsville,SCHWEIZER,N773D,,,USA,Landing,Accident,0.0,True,False,False,None,G64T,False,True,1,Turboprop,,""[""""RE"""",""""LOC-G""""]"",RS,2008,0,0"
"""2008-08-25T00:00:00.000Z"",USA,Jasper,AIR TRACTOR AT301,N3654T,,,USA,Manoeuvring,Accident,0.0,True,False,False,None,AT3P,False,True,1,Piston,,""[""""SCF-PP""""]"",SCF,2008,0,0"
"""2008-08-26T00:00:00.000Z"",USA,Clarksdale,SCHWEIZER,N3633S,,,USA,Taxi,Accident,0.0,True,False,False,None,G64T,False,True,1,Turboprop,,""[""""SCF-NP""""]"",SCF,2008,0,0"
"""2008-08-27T00:00:00.000Z"",USA,Meeker,AIR TRACTOR AT802,N189LA,Minuteman Aerial Application Inc,,USA,Manoeuvring,Accident,0.0,True,False,False,Minor,AT8T,False,True,1,Turboprop,,""[""""LOC-I"""",""""SCF-NP""""]"",LOC-I,2008,0,1"
"""2008-08-28T00:00:00.000Z"",USA,Las Vegas,PIPER PA31P 350,N212HB,Aeronet Supply,,USA,Take-off,Accident,1.0,True,False,False,Fatal,PA47,False,True,1,Jet,,""[""""SCF-NP"""",""""F-POST""""]"",SCF,2008,1,1"
"""2008-08-29T00:00:00.000Z"",USA,Talkeetna,DE HAVILLAND DHC2 I,N4081F,,,USA,Take-off,Accident,0.0,True,False,False,None,DH87,False,True,1,Piston,,""[""""OTHR"""",""""RE""""]"",RS,2008,0,0"
"""2008-08-29T00:00:00.000Z"",USA,Pantego,GRUMMAN G164,N8137K,,,USA,Landing,Accident,0.0,True,False,False,None,G164,False,True,1,Piston,,""[""""LOC-G"""",""""RE""""]"",RS,2008,0,0"
"""2008-08-30T00:00:00.000Z"",USA,Sevierville,DE HAVILLAND DH82 A,N80660,,,USA,Landing,Accident,0.0,False,False,False,None,DH82,False,True,1,Piston,,""[""""SCF-PP""""]"",SCF,2008,0,0"
"""2008-08-31T00:00:00.000Z"",USA,""Dane County Regional,  Madison"",PIPER PA31T 1,N199MA,,,USA,Landing,Accident,0.0,True,False,False,None,PA47,False,True,1,Jet,,""[""""ARC""""]"",RS,2008,0,0"
"""2008-08-31T00:00:00.000Z"",USA,Carlsbad,SWEARINGEN,N2699Y,McNeely Charter Service,,USA,En route,Accident,0.0,True,True,False,None,SW3,False,True,2,Turboprop,,""[""""SCF-NP""""]"",SCF,2008,0,0"
